veiculo_id,serie,camada,competencia,saldo_inicial,juros_programados,amortizacao_programada,saldo_final,juros_pagos_realizado,amortizacao_paga_realizada,status,fonte_id,status_dado,nota_metodo
CRI_K1,Série 2,Sênior,2024-11-01,78463494.74,n/d,n/d,76247389.68,858546.88,2059046.55,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-12-01,76247389.68,n/d,n/d,74296259.84,689858.08,2014121.95,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-01-01,74296259.84,n/d,n/d,72345819.24,791607.33,1847979.23,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-02-01,72345819.24,n/d,n/d,70386705.31,791607.32,1847979.23,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-03-01,70386705.31,n/d,n/d,68357741.85,602884.59,2052674.02,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-04-01,68357741.85,n/d,n/d,66105084.75,683253.48,2210649.08,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-05-01,66105084.75,n/d,n/d,64000576.59,597809.73,2156134.73,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-06-01,64000576.59,n/d,n/d,61851710.3,670005.28,2079062.96,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-07-01,61851710.3,n/d,n/d,59797522.2,588924.59,2130347.96,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-08-01,59797522.2,n/d,n/d,57867820.97,654303.97,1863928.46,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-09-01,57867820.97,n/d,n/d,56507083.33,578403.98,1381032.81,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-10-01,56507083.33,n/d,n/d,54424210.45,595509.24,1565455.5,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-11-01,54424210.45,n/d,n/d,52749291.83,477256.01,2071087.15,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2025-12-01,52749291.83,n/d,n/d,50742691.44,506945.17,2181948.0,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-01-01,50742691.44,n/d,n/d,48549292.42,506945.17,2181948.0,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-02-01,48549292.42,n/d,n/d,46734740.0,508249.84,1716504.31,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-03-01,46734740.0,n/d,n/d,44978130.0,449354.29,2260886.63,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-04-01,44978130.0,n/d,n/d,42685062.0,449354.29,2260886.63,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-05-01,42685062.0,n/d,n/d,40834808.0,406234.9,1841470.6,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2026-06-01,40834808.0,n/d,n/d,n/d,388625.98,2071403.88,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-02-01,n/d,n/d,n/d,108524295.02,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados. Saldo inicial da primeira competência permanece n/d; Total_Integralizado não foi usado como saldo corrente."
CRI_K1,Série 3,Mezanino,2024-03-01,108524295.02,n/d,n/d,109846195.03,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-04-01,109846195.03,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-05-01,n/d,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-06-01,n/d,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-07-01,n/d,n/d,n/d,115716600.0,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-08-01,115716600.0,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-09-01,n/d,n/d,n/d,117959760.0,1500018.48,6511864.98,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-10-01,117959760.0,n/d,n/d,111543072.08,1500018.48,6511864.98,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-11-01,111543072.08,n/d,n/d,105796194.05,1552574.52,5450651.64,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2024-12-01,105796194.05,n/d,n/d,101491975.69,1217952.53,4405633.71,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-01-01,101491975.69,n/d,n/d,95621679.06,1330963.72,5562005.28,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-02-01,95621679.06,n/d,n/d,89855790.64,1330963.71,5562005.28,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-03-01,89855790.64,n/d,n/d,85181471.84,979108.14,4700190.77,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-04-01,85181471.84,n/d,n/d,81417338.95,1083200.33,3692411.61,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-05-01,81417338.95,n/d,n/d,77146999.02,936729.76,4339976.46,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-06-01,77146999.02,n/d,n/d,74308612.03,1027436.28,2730126.05,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-07-01,74308612.03,n/d,n/d,71868628.25,900211.73,2556417.55,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-08-01,71868628.25,n/d,n/d,69531373.55,1000343.62,2236714.16,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-09-01,69531373.55,n/d,n/d,67905165.86,884187.66,1657239.36,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-10-01,67905165.86,n/d,n/d,65410625.79,910454.3,1878546.59,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-11-01,65410625.79,n/d,n/d,63364764.73,729471.19,2485304.58,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2025-12-01,63364764.73,n/d,n/d,60978034.53,774950.86,2618355.63,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-01-01,60978034.53,n/d,n/d,58342185.35,774950.86,2618355.63,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-02-01,58342185.35,n/d,n/d,56132551.0,776995.59,2059787.15,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-03-01,56132551.0,n/d,n/d,54050700.0,686913.52,2713063.95,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-04-01,54050700.0,n/d,n/d,51288452.0,686913.52,2713063.95,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-05-01,51288452.0,n/d,n/d,49065270.0,620957.98,2209764.73,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 3,Mezanino,2026-06-01,49065270.0,n/d,n/d,n/d,594041.54,2485684.66,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 4,Subordinada,2024-02-01,n/d,n/d,n/d,30181697.59,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados. Saldo inicial da primeira competência permanece n/d; Total_Integralizado não foi usado como saldo corrente."
